,FTE,Facility_or_Department,Function,Function_Description,Fund_Description,Job_Title_Description,Location_Description,Object_Description,Object_Type,Operating_Status,Position_Extra,Position_Type,Pre_K,Program_Description,Reporting,Sharing,Student_Type,SubFund_Description,Sub_Object_Description,Text_1,Text_2,Text_3,Text_4,Total,Use
219,nan,nan,'Communications','Public Information Services','General',nan,nan,'Office Supplies','Supplies/Materials','PreK-12 Operating',nan,'Non-Position','Non PreK',nan,'Non-School','Leadership & Management','Unspecified','Support Services - Central','General Supplies *','STRATEGIC COMMUNICATIONS',nan,nan,nan,19017.34,'Leadership'
220,nan,nan,'Human Resources','NON-PROJECT',nan,'Reading & Writing Asst ','HUMAN RESOURCES','EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PARAPROFESSIONAL','TA','NO_LABEL','STAFF SERVICES','Non-School','Shared Services','Unspecified','LEVY OVERRIDE',nan,'CENTRAL','PERSONNEL SERVICES','n/a',nan,-0.26,'Business Services'
221,nan,nan,'Teacher Compensation','NON-PROJECT',nan,"'Teacher, Secondary (High) '",nan,'EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','NO_LABEL','GENERAL HIGH SCHOOL EDUCATION','School','School Reported','Unspecified','GENERAL FUND',nan,'REGULAR INSTRUCTION',nan,'Turnaround',nan,1224.4,'Instruction'
222,nan,nan,'Teacher Compensation','SCHOOL IMPROVEMENT GRANT',nan,"'Teacher, Elementary '",nan,'ADDITIONAL/EXTRA DUTY PAY/STIP','Other Compensation/Stipend','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','NO_LABEL','SUPPORT SERVICES-INSTRUCTIONAL','School','School Reported','Unspecified','FEDERAL GDPG FUND - FY ',nan,'INSTRUCTIONAL STAFF',nan,'Regular',nan,74.0368,'Instruction'
223,0.029633621,nan,'Extended Time & Tutoring','EXCELERATOR SCHOOLS',nan,"'Tutor, Avid '",nan,'SALARIES OF PART TIME EMPLOYEE','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-OTHER','Other','NO_LABEL','AVID','School','School Reported','Unspecified','DISTRICT SPECIAL REVENUE FUNDS',nan,'REGULAR INSTRUCTION','CHIEF ACADEMIC OFFICER','Regular',nan,630.795705,'Instruction'
224,0,nan,'Substitute Compensation',nan,'School Federal Projects',nan,nan,'Personal Services - Substitute Teachers Certified','Substitute Compensation','PreK-12 Operating','SUBSTITUTE TEACHER','Substitute','Non PreK','Instruction - Regular','School','School Reported','Unspecified',nan,nan,'RACE TO THE TOP',nan,nan,'Race to the Top ',707.9599,'Instruction'
225,nan,nan,'Instructional Materials & Supplies','BASIC (FEFP K-12)             ','GENERAL FUND                  ',"'TEACHER, MATH-MIDDLE          '",'School ','SUPPLIES                      ','Supplies/Materials','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL',nan,'School','School Reported','Unspecified',nan,nan,'TEACHER LEAD                  ',nan,nan,nan,182.86,'Instruction'
226,nan,nan,'Enrichment','Instruction','Campus Activity Funds',nan,'School ','Miscellaneous Operating Costs','Other Compensation/Stipend','PreK-12 Operating',nan,'NO_LABEL','Non PreK','Basic Educational Services','School','School Reported','Unspecified',nan,'Incentives (Participatory Activity)',nan,nan,nan,nan,1175.16,'Pupil Services & Enrichment'
227,nan,'Child Nutrition','Food Services','Food Services (Child Nutrition Fund Only)','National School Breakfast And Lunch Program',"'CLERICAL, FOOD SERVICE ADMN.'",'Undistributed','Extra Duty Pay/Overtime For Support Personnel','Other Compensation/Stipend','PreK-12 Operating','LARGE HS MGR','Sec/Clerk/Other Admin','Non PreK','Undistributed','Non-School','Shared Services','Unspecified','Child Nutrition','Extra Duty Pay/Overtime For Support Personnel','ADDL REGULAR PAY-NOT SMOOTHED',nan,nan,'Undistributed',684.96,'O&M'
228,0.99997289,nan,'Special Population Program Management & Support','NON-PROJECT',nan,'Program Specialist ',nan,'SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-OTHER','Other','NO_LABEL','OTHER GENERAL EDUCATION','School','School Reported','Unspecified','GENERAL FUND',nan,'OTHER EDUCATION',nan,'Alternative',nan,80557.68296,'ISPD'
229,0,nan,'Utilities',nan,'General Purpose School',nan,nan,'Utilities - Water and Waste Water','Rent/Utilities','PreK-12 Operating',nan,'Non-Position','Non PreK','Operations','School','School Reported','Unspecified',nan,nan,nan,nan,nan,nan,13705.76,'O&M'
230,nan,nan,'Insurance','Other Fiscal Services','General',nan,nan,'Fire and Extended Coverage Insurance','Other Non-Compensation','PreK-12 Operating',nan,'Non-Position','Non PreK',nan,'Non-School','Leadership & Management','Unspecified','Fiscal Services','Insurance *','RISK MANAGEMENT',nan,nan,nan,599763.44,'Business Services'
231,nan,nan,'Research & Accountability','ELA S - TEACHING SPANISH ONLY',nan,"'Teacher, Elementary '",'ASSESSMENT & RESEARCH','ADDITIONAL/EXTRA DUTY PAY/STIP','Other Compensation/Stipend','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','NO_LABEL','INSTRUCTIONAL STAFF TRAINING','Non-School','Leadership & Management','Unspecified','GENERAL FUND',nan,'INSTRUCTIONAL STAFF','ASSESSMENT AND RESEARCH','n/a',nan,12.36176,'Leadership'
232,0,nan,'Substitute Compensation',nan,'General Purpose School',nan,nan,'Personal Services - Education Assistants','Substitute Compensation','PreK-12 Operating','SUBSTITUTE TEACHER','Substitute','Non PreK','Support - Regular Instruction','School','School Reported','Unspecified',nan,nan,nan,nan,nan,'Regular Instructional Support',56.82,'Instruction'
233,nan,nan,'School Administration','BASIC (FEFP K-12)             ','GENERAL FUND                  ','TEACHER ASSISTANT-ELEM        ','School ','BONUSES                       ','Other Compensation/Stipend','PreK-12 Operating',nan,'Sec/Clerk/Other Admin','NO_LABEL',nan,'School','School Reported','Unspecified',nan,nan,'CLASSIFIED CLERICAL BONUS     ',nan,nan,nan,172.96,'Leadership'
234,nan,'Instruction And Curriculum','Extended Time & Tutoring','Instruction','General Operating Fund',"'TEACHER, REGULAR'",'Summer School','Salaries And Wages For Teachers And Other Professi','Other Compensation/Stipend','PreK-12 Operating','TEACHER BACHELOR','Teacher','Non PreK',"'""Title I, Part A Schoolwide Activities Related To State Comp'",'Non-School','Shared Services','At Risk','State Ed. Allotment','Extended Year','EXTENDED YEAR',nan,nan,nan,729.8031757,'Instruction'
235,nan,nan,'Career & Academic Counseling','SCHOOL COUNSELOR CORP',nan,"'School Counselor, Elem Sch '",'SECONDARY PATHWAYS','EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Guidance Counselor','NO_LABEL','GENERAL POST-SECONDARY ED','Non-School','School on Central Budgets','Unspecified','STATE AND LOCAL GDPG FUND',nan,'OTHER EDUCATION',nan,'n/a',nan,980.02,'Pupil Services & Enrichment'
236,0.01,'Transportation Department','Student Transportation','Transportation','General Operating Fund',"'TEACHER, VOCATIONAL EDUCATION'",'Unallocated','Salaries Or Wages For Support Personnel','Base Salary/Compensation','PreK-12 Operating','BUS DRIVER','Other','Non PreK','Undistributed','Non-School','Shared Services','Unspecified','Operations','Temporary / Part-Time Support Personnel','REGULAR PAY',nan,nan,'transportation - aides',812.2168546,'O&M'
237,nan,nan,'Facilities & Maintenance','NON-PROJECT',nan,'Custodial Helper - Day ',nan,'EMPLOYER PD MED CONTRIBUTION','Benefits','PreK-12 Operating',"'CRAFTS, TRADES, AND SERVICES'",'Custodian','NO_LABEL','CARE & UPKEEP OF BLDG SERVICES','School','School Reported','Unspecified','GENERAL FUND',nan,'OPERATION AND MAINT OF PLANT',nan,'Regular',nan,461.78,'O&M'
238,1,nan,'Social & Emotional',nan,nan,'PSYCHOLOGIST','RELATED SERVICES',nan,'Base Salary/Compensation','PreK-12 Operating',nan,'Psychologist','NO_LABEL',nan,'Non-School','School on Central Budgets','Special Education','LOCAL',nan,nan,'SPECIAL EDUCATION INSTRUCTION',nan,nan,79497.84492,'Pupil Services & Enrichment'
239,0.101493262,nan,'Aides Compensation','ELPA - PRESCHOOL PROG',nan,'Early Childhood Education ',nan,'SALARIES OF PART TIME EMPLOYEE','Base Salary/Compensation','PreK-12 Operating','PARAPROFESSIONAL','TA','PreK','EARLY CHILDHOOD','School','School Reported','ELL','ITEMGD PRESCHOOL PROGRAM',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,2538.537815,'Instruction'
240,nan,nan,'NO_LABEL','Disadvantaged Youth *','Title I - Disadvantaged Children/Targeted Assistance',nan,nan,'CERTIFICATED EMPLOYEES SALARIES AND WAGES','NO_LABEL','Non-Operating',nan,'NO_LABEL','NO_LABEL',nan,'NO_LABEL','NO_LABEL','NO_LABEL','Special Instruction','Certificated Employees Salaries And Wages','PUBLIC SALARY DIFFERENTIA',nan,nan,nan,76269.6,'NO_LABEL'
241,nan,nan,'Parent & Community Relations','EMPLOYEE RETIREMENT',nan,'Community School Child Care ','COMMUNITY EDUCATION','RETIREMENT CONTRIB.','Benefits','PreK-12 Operating','UNDESIGNATED','Other','NO_LABEL','EMPLOYEE BENEFITS','Non-School','Shared Services','Unspecified','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,89.96,'Pupil Services & Enrichment'
242,nan,nan,"'Finance, Budget, Purchasing & Distribution'",'NON-PROJECT',nan,'Sr. Financial Analyst ','BUDGETARY SERVICES','CONTRA BENEFITS','Benefits','PreK-12 Operating','UNDESIGNATED','Other','NO_LABEL','EMPLOYEE BENEFITS','Non-School','Shared Services','Unspecified','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,-110.65,'Business Services'
243,0,nan,'Untracked Budget Set-Aside','INST STAFF TRAINING SVCS      ','GENERAL FUND                  ','SUB TEACHER ALL               ','School ',"""WORKERS' COMPENSATION         """,'Benefits','PreK-12 Operating',nan,'Substitute','NO_LABEL','FDLRS                         ','School','School Reported','Unspecified',nan,nan,'NATIONAL LITERACY PROJECT     ',nan,nan,nan,0.77,'Untracked Budget Set-Aside'
244,nan,nan,'Curriculum Development',nan,nan,'GRADE LEVEL/DEPT CHA',nan,'Department Chair Supp','Other Compensation/Stipend','PreK-12 Operating',nan,'Other','NO_LABEL',nan,'School','School Reported','NO_LABEL',nan,nan,nan,nan,nan,nan,3477.64,'NO_LABEL'
245,0.26,'Instruction And Curriculum','Governance','General Administration',"'""Title  Part A Improving Basic Programs""'",'CLERICAL SUPPORT','Administration - No Description Provided','Salaries Or Wages For Support Personnel','Base Salary/Compensation','PreK-12 Operating','CO CLERICAL','Sec/Clerk/Other Admin','Non PreK','Accelerated Education','Non-School','Leadership & Management','Poverty',"'""Title  Part A Improving Basic Programs""'",'Salaries Or Wages For Support Personnel','REGULAR PAY',nan,nan,'Regular Salary',6744.542405,'Leadership'
246,nan,nan,'Social & Emotional',' INT OF SCL & MENTAL HLTH',nan,'Psychologist ','PSYCHOLOGICAL SERVICES','EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Psychologist','NO_LABEL','SUPPORT SERVICES-INSTRUCTIONAL','Non-School','School on Central Budgets','Unspecified','DISTRICT SPECIAL REVENUE FUNDS',nan,'INSTRUCTIONAL STAFF','PSYCHOLOGICAL SERVICES','n/a',nan,50.56,'Pupil Services & Enrichment'
247,1,nan,'Career & Academic Counseling',nan,'General Fund','Counselor - Secondary',nan,nan,'NO_LABEL','PreK-12 Operating','COUNSELOR ','Guidance Counselor','NO_LABEL','HIGH SCHOOL GENERAL EDUCATION PROGRAM 9-12','School','School Reported','NO_LABEL',nan,nan,nan,nan,nan,nan,64206.18,'NO_LABEL'
248,0,nan,'Substitute Compensation',nan,'General Purpose School',nan,nan,'Personal Services - Education Assistants','Substitute Compensation','PreK-12 Operating','SUBSTITUTE TEACHER','Substitute','Non PreK','Instruction - Regular','School','School Reported','Alternative',nan,nan,nan,nan,nan,'Alternative Schools Instruction',57.52742061,'Instruction'
249,nan,nan,'Curriculum Development','IMPROVE GRADUATION RATES',nan,'(blank)',nan,'TRAVEL AND REGISTRATION','Travel & Conferences','PreK-12 Operating','UNDESIGNATED','Non-Position','NO_LABEL','AVID','School','School Reported','Unspecified',' MILL LEVY',nan,'REGULAR INSTRUCTION','COLLEGE READY','Regular',nan,3385.18,'ISPD'
250,0,nan,'Substitute Compensation','BASIC (FEFP K-12)             ','GENERAL FUND                  ','SUB TEACHER ALL               ','School ','OTHER PERSONAL SERVICES       ','Substitute Compensation','PreK-12 Operating',nan,'Substitute','NO_LABEL',nan,'School','School Reported','Unspecified',nan,nan,nan,nan,nan,nan,77.11,'Instruction'
251,nan,nan,'School Supervision','GENERAL ADMINISTRATION','Title I',nan,'ADMIN. SERVICES','TRAVEL - EMPLOYEES','Travel & Conferences','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','TITLE IA BASIC PROGRAM-ADMINISTRATION','Non-School','Shared Services','NO_LABEL','TITLE I-A GENERAL ADMINISTRATION',nan,nan,nan,nan,nan,25,'NO_LABEL'
252,nan,nan,'Physical Health & Services','SPECIAL EDUCATION - ITINERANT',nan,'Occupational Therapist ','SPECIAL EDUCATION','SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Occupational Therapist','NO_LABEL','SPECIAL EDUCATION-OT','Non-School','School on Central Budgets','Special Education','GENERAL FUND',nan,'SPECIAL EDUCATION','SPEECH & LANGUAGE','n/a',nan,2626.99176,'Pupil Services & Enrichment'
253,nan,nan,'Special Population Program Management & Support','INST STAFF TRAINING SVCS      ','FED THRU STATE-CASH ADVANCE   ','ESE SCHOOL SPECIALIST         ','ESE                           ','WORKSHOP PARTICIPANT          ','Other Compensation/Stipend','PreK-12 Operating',nan,'Other','NO_LABEL',nan,'Non-School','Leadership & Management','Special Education',nan,nan,'IDEA  PART B                  ',nan,nan,nan,302.76,'ISPD'
254,nan,nan,'NO_LABEL',nan,'LOCAL FUND',nan,nan,'ADDITIONAL INCOME ALLOWANCE','NO_LABEL','Non-Operating',nan,'NO_LABEL','NO_LABEL','SCHOOL SYSTEM MAGEMENT','NO_LABEL','NO_LABEL','NO_LABEL','LOCAL',nan,nan,'SCHOOL LEADERSHIP',nan,nan,-0.22,'NO_LABEL'
255,nan,nan,'Enrichment','BASIC (FEFP K-12)             ','GENERAL FUND                  ',"'TEACHER, ASD                  '",'School ','ALL OTHER SUPPLEMENTS         ','Other Compensation/Stipend','PreK-12 Operating',nan,'Teacher','NO_LABEL',nan,'School','School Reported','Special Education',nan,nan,nan,nan,nan,nan,745.4,'Pupil Services & Enrichment'
256,0.499986357,nan,'School Supervision','ARTS ED',nan,"'Specialist, Instructional '",'ES TEAM ','SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-OTHER','Other','NO_LABEL','INSTRUCTIONAL STAFF TRAINING','Non-School','Leadership & Management','Unspecified',' MILL LEVY',nan,'INSTRUCTIONAL STAFF','INSTRUCTIONAL SUPPORT TEAMS','n/a',nan,43998.86052,'Leadership'
257,nan,nan,'Social & Emotional','NON-PROJECT',nan,'Social Worker ',nan,'EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Social Worker','NO_LABEL','SOCIAL WORK SERVICES','School','School Reported','Unspecified','GENERAL FUND',nan,'STUDENTS',nan,'Turnaround',nan,520.05,'Pupil Services & Enrichment'
258,1,nan,'Physical Health & Services',nan,'General Fund','Clinic Assistant',nan,nan,'NO_LABEL','PreK-12 Operating','CLINIC ASSISTANT ','Nurse Aide','NO_LABEL','NURSES','School','School Reported','NO_LABEL',nan,nan,nan,nan,nan,nan,13280.24,'NO_LABEL'
259,nan,'Instruction And Curriculum','Enrichment','Social Work Services','Title Iv Part B  Century Community Learning Ce',"'CLASSROOM AIDE, SPECIAL ED.'",'School ','Extra Duty Pay/Overtime For Support Personnel','Other Compensation/Stipend','PreK-12 Operating','AB AIDE','TA','Non PreK','Undistributed','School','School Reported','Unspecified','Case Partnership Project','Extra Duty Pay/Overtime For Support Personnel','MISCELLANEOUS ',nan,nan,'Extra Duty',5183.19,'Pupil Services & Enrichment'
260,0.193321436,nan,'Social & Emotional','STUDENT SERVICES/CHARTER SCHLS',nan,'Psychologist ','PSYCHOLOGICAL SERVICES','SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Psychologist','NO_LABEL','PSYCHOLOGICAL SERVICES','Non-School','School on Central Budgets','Unspecified','GENERAL FUND',nan,'STUDENTS','STUDENT SERVICES CHARTER SCHOO','n/a',nan,nan,'Pupil Services & Enrichment'
261,nan,nan,'School Supervision','UNALLOC BUDGETS/SCHOOLS',nan,"'Spec Ed Asst, Mild/Moderate '",'ES TEAM ','SALARIES OF PART TIME EMPLOYEE','Base Salary/Compensation','PreK-12 Operating','PARAPROFESSIONAL','TA','NO_LABEL','GENERAL ELEMENTARY EDUCATION','Non-School','Leadership & Management','Special Education','GENERAL FUND',nan,'REGULAR INSTRUCTION','INSTRUCTIONAL SUPPORT TEAMS','n/a',nan,615.50656,'Leadership'
262,0,nan,'Teacher Compensation',nan,'General Purpose School',nan,nan,'Personal Services - Teachers','Other Compensation/Stipend','PreK-12 Operating','TIME CARD CERTIFIEDAddl','Teacher','Non PreK','Instruction - Regular','School','School Reported','Alternative',nan,nan,nan,nan,nan,'Alternative Schools Instruction',204.18,'Instruction'
263,nan,nan,'Recruitment','NEW TEACHER RECRUITMENT',nan,"'Teacher, Short Term Sub '",'HUMAN RESOURCES','ADDITIONAL/EXTRA DUTY PAY/STIP','Other Compensation/Stipend','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Substitute','NO_LABEL','SUPPORT SERVICES-INSTRUCTIONAL','Non-School','Shared Services','Unspecified','DISTRICT SPECIAL REVENUE FUNDS',nan,'INSTRUCTIONAL STAFF','HUMAN RESOURCES RECRUITMENT','n/a',nan,38.71672,'ISPD'
264,nan,nan,'Physical Health & Services','EMPLOYEE RETIREMENT',nan,'Speech Language Pathologst ','SPECIAL EDUCATION','RETIREMENT CONTRIB.','Benefits','PreK-12 Operating','UNDESIGNATED','Speech Therapist','NO_LABEL','EMPLOYEE BENEFITS','Non-School','School on Central Budgets','Special Education','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,1317.08,'Pupil Services & Enrichment'
265,nan,nan,'Professional Development','FACILITATOR',nan,"'Facilitator,Elem '",nan,'SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Instructional Coach','NO_LABEL','LITERACY COACHES','School','School Reported','Unspecified','LEVY OVERRIDE',nan,'INSTRUCTIONAL STAFF',nan,'Regular',nan,263.09168,'ISPD'
266,nan,nan,'Curriculum Development','INSTRUCTION','Vocational Education-Federal Funded',nan,'ADMIN. SERVICES','TRAVEL - EMPLOYEES','Travel & Conferences','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','Vocational  Grant-Program Improvement.','Non-School','Leadership & Management','NO_LABEL','PROGRAM IMPROVEMENT INSTR',nan,nan,nan,nan,nan,256.62,'NO_LABEL'
267,nan,'Instruction And Curriculum','Extended Time & Tutoring','Instruction','General Operating Fund',"'TEACHER, REGULAR'",'Summer School','Salaries And Wages For Teachers And Other Professi','Other Compensation/Stipend','PreK-12 Operating','TEACHER BACHELOR','Teacher','Non PreK',"'""Title I, Part A Schoolwide Activities Related To State Comp'",'Non-School','Shared Services','At Risk','State Ed. Allotment','Extended Year','EXTENDED YEAR',nan,nan,nan,2925.091115,'Instruction'
268,nan,nan,'Extended Time & Tutoring','LIGHTS ON AFTER SCHOOL ',nan,"'Teacher, Elementary '",nan,'ADDITIONAL/EXTRA DUTY PAY/STIP','Other Compensation/Stipend','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','NO_LABEL','AFTER SCHOOL PROGRAMS','School','School Reported','Unspecified','DISTRICT SPECIAL REVENUE FUNDS',nan,'COCURRICULAR ED/ACTIVITIES',nan,'Regular',nan,229.86576,'Instruction'
