,FTE,Facility_or_Department,Function,Function_Description,Fund_Description,Job_Title_Description,Location_Description,Object_Description,Object_Type,Operating_Status,Position_Extra,Position_Type,Pre_K,Program_Description,Reporting,Sharing,Student_Type,SubFund_Description,Sub_Object_Description,Text_1,Text_2,Text_3,Text_4,Total,Unnamed: 0
355,1.0,nan,'Teacher Compensation',nan,'General Fund','Teacher-Elementary ',nan,nan,'NO_LABEL','PreK-12 Operating','3RD GRADE ','Teacher','NO_LABEL','PRIMARY GRADES PROGRAM ','School','School Reported','NO_LABEL',nan,nan,nan,nan,nan,nan,60630.879999999997,106038
356,nan,nan,'Human Resources','NON-PROJECT',nan,'Reading & Writing Asst ','HUMAN RESOURCES','SALARIES OF PART TIME EMPLOYEE','Base Salary/Compensation','PreK-12 Operating','PARAPROFESSIONAL','TA','NO_LABEL','STAFF SERVICES','Non-School','Shared Services','Unspecified','LEVY OVERRIDE',nan,'CENTRAL','PERSONNEL SERVICES','n/a',nan,134.28128000000001,106162
357,0.0043103448275900007,nan,'Substitute Compensation','TITLE II-PART A-TEACHER QUALIT',nan,"'Teacher, Super Sub D/D '",nan,'SALARIES OF PART TIME EMPLOYEE','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Substitute','NO_LABEL','INSTRUCTIONAL STAFF TRAINING','School','School Reported','Unspecified','FEDERAL GDPG FUND - FY ',nan,'INSTRUCTIONAL STAFF',nan,'Regular',nan,165.986698367,106331
358,1.0,nan,'School Supervision','Office of the Superintendent Services*','General','INT ACADEMIC SUPERINTENDENT','CHIEF ACADEMIC OFFICER','Regular *','Base Salary/Compensation','PreK-12 Operating',nan,'(Exec) Director','Non PreK',nan,'Non-School','Leadership & Management','Unspecified','Support Services - Administration','Certificated Employees Salaries And Wages','ACADEMIC LEADERSHIP TEAM','ADM/PROF',nan,nan,108962.91125,106373
359,nan,'Transportation Department','Student Transportation','Transportation','General Operating Fund',"'TRANSPORTATION,BUS DRIVERS,REG'",'Undistributed','Salaries Or Wages For Support Personnel','Other Compensation/Stipend','PreK-12 Operating','BUS DRIVER','Other','Non PreK','Undistributed','Non-School','Shared Services','Unspecified','Operations','Salaries Or Wages For Support Personnel','Transportation Bus Driver EX',nan,nan,'Transportation - Bus Drivers',3069.5500000000002,106475
360,nan,nan,'Utilities','NON-PROJECT',nan,'(blank)','ADMISSIONS AND STUDENT RECORDS','TELEPHONE/FACSIMILE SERVICES','Rent/Utilities','PreK-12 Operating','UNDESIGNATED','Non-Position','NO_LABEL','ATTENDANCE SERVICES','Non-School','Shared Services','Unspecified','GENERAL FUND',nan,'STUDENTS','PREVENTION AND INTERVENTION','n/a',nan,379.58999999999997,106698
361,0.11,'Instruction And Curriculum','Social & Emotional',"'""Guidance, Counseling And Evaluation Services""'",'State Deaf Education',"'COUNSELOR, SPECIAL ED.'",'School ','Salaries And Wages For Teachers And Other Professi','Base Salary/Compensation','PreK-12 Operating','SPECIAL EDUCATION COUNSELOR','Guidance Counselor','Non PreK','Services To Students With Disabilities (Special Education)','School','School Reported','Special Education','State Deaf Education','Salaries And Wages For Teachers And Other Professi','REGULAR PAY',nan,nan,'Regular Salary',7475.0226771899997,107540
362,nan,'Custodial Department','Facilities & Maintenance','Facilities Maintenance And Operations','General Operating Fund','CUSTODIAN REGULAR','School ','Extra Duty Pay/Overtime For Support Personnel','Other Compensation/Stipend','PreK-12 Operating','ANY CUS WHO IS NOT A SUPER ','Custodian','Non PreK','Undistributed','School','School Reported','Unspecified','Operations','Extra Duty Pay/Overtime For Support Personnel','OVERTIME',nan,nan,nan,1086.2,108156
363,nan,nan,'School Supervision','NON-PROJECT',nan,'(blank)','HS TEAM ','BOOKS AND PERIODICALS','Supplies/Materials','PreK-12 Operating','UNDESIGNATED','Non-Position','NO_LABEL','INSTRUCTIONAL STAFF TRAINING','Non-School','Leadership & Management','Unspecified','GENERAL FUND',nan,'INSTRUCTIONAL STAFF','POST SECONDARY READINESS','n/a',nan,342.66000000000003,108185
364,nan,nan,'NO_LABEL','DEBT SERVICE                  ','COP                       ',nan,'DISTRICT-WIDE PROGRAMS        ','INTEREST                      ','NO_LABEL','Non-Operating',nan,'NO_LABEL','NO_LABEL',nan,'NO_LABEL','NO_LABEL','NO_LABEL',nan,nan,' COP                     ',nan,nan,nan,1367500.1200000001,108261
365,nan,nan,'Instructional Materials & Supplies','INSTRUCTION','Title I',nan,nan,'COMPUTER SOFTWARE','Equipment & Equipment Lease','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','ARRA - Title I Grants to LEAs','School','School Reported','NO_LABEL','TITLE I-A ARRA OF  TARGETED ASSISTANCE',nan,nan,nan,nan,nan,0.41999999999999998,108525
366,nan,nan,'Professional Development','INST STAFF TRAINING SVCS      ','GENERAL FUND                  ',"'TEACHER, MATH-HIGH            '",'STAFF DEV AND INSTR MEDIA     ','WORKSHOP PARTICIPANT          ','Other Compensation/Stipend','PreK-12 Operating',nan,'Teacher','NO_LABEL',nan,'Non-School','Shared Services','Unspecified',nan,nan,'TEACHER TRAINING              ',nan,nan,nan,80.549999999999997,108572
367,nan,'USING DATA HUMAN CAPITAL DECIS','Professional Development','INST STAFF TRAINING SVCS      ','ARRA - RACE TO THE TOP        ','ASSISTANT PRINCIPAL I-HIGH    ','CHIEF ACADEMIC OFFICER        ','WORKSHOP PARTICIPANT          ','Other Compensation/Stipend','PreK-12 Operating',nan,'Vice Principal','NO_LABEL',nan,'Non-School','Shared Services','Unspecified',nan,nan,'RACE TO THE TOP               ',nan,nan,nan,105.44,108821
368,1.0,nan,'Physical Health & Services',nan,'General Fund','Clinic Assistant',nan,nan,'NO_LABEL','PreK-12 Operating','CLINIC ASSISTANT ','Nurse Aide','NO_LABEL','NURSES','School','School Reported','NO_LABEL',nan,nan,nan,nan,nan,nan,23283.419999999998,108979
369,nan,nan,'School Supervision','NON-PROJECT',nan,'General Assignment ','ES TEAM ','CONTRA BENEFITS','Benefits','PreK-12 Operating','UNDESIGNATED','TA','NO_LABEL','EMPLOYEE BENEFITS','Non-School','Leadership & Management','Unspecified','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,-2.3599999999999999,109075
370,nan,'All Campus Payroll','School Administration','School Leadership','General Operating Fund','SCHOOL PRINCIPAL','School ','Salaries And Wages For Teachers And Other Professi','Other Compensation/Stipend','PreK-12 Operating','PRINCIPAL','Principal','Non PreK','Undistributed','School','School Reported','Unspecified','Operations','Salaries And Wages For Teachers And Other Professi','EX-CURR PRIN SUPPLEMENT',nan,nan,'Undistributed',4173.1236035899992,109523
371,nan,nan,'Recruitment','NEW TEACHER RECRUITMENT',nan,"'Teacher, Short Term Sub '",'HUMAN RESOURCES','ADDITIONAL/EXTRA DUTY PAY/STIP','Other Compensation/Stipend','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Substitute','NO_LABEL','SUPPORT SERVICES-INSTRUCTIONAL','Non-School','Shared Services','Unspecified','DISTRICT SPECIAL REVENUE FUNDS',nan,'INSTRUCTIONAL STAFF','HUMAN RESOURCES RECRUITMENT','n/a',nan,39.376719999999999,110085
372,nan,nan,'NO_LABEL','EMPLOYEE RETIREMENT',nan,"'Exec Dir, Comm Engagement '",'CONSTRUCTION SERVICES','RETIREMENT CONTRIB.','NO_LABEL','Non-Operating','UNDESIGNATED','NO_LABEL','NO_LABEL','EMPLOYEE BENEFITS','NO_LABEL','NO_LABEL','NO_LABEL','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,1123.71,110243
373,nan,nan,'Food Services','NON-PROJECT',nan,'(blank)','FOOD AND NUTRITION SERVICES','GENERAL SUPPLIES','Supplies/Materials','PreK-12 Operating','UNDESIGNATED','Non-Position','NO_LABEL','FOOD SERVICES OPERATIONS','Non-School','School on Central Budgets','Unspecified','FOOD SERVICE FUND',nan,'FOOD SERVICES OPERATIONS','FOOD SERVICES','n/a',nan,21392.540000000001,110406
374,nan,nan,'Aides Compensation','TUITION BASED - ECE',nan,'Early Childhood Education ',nan,'EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PARAPROFESSIONAL','TA','PreK','EARLY CHILDHOOD','School','School Reported','PreK','DISTRICT SPECIAL REVENUE FUNDS',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,3350.1100000000001,110470
375,nan,nan,'Library & Media','EDUCATIONAL MEDIA SERVICE','General Fund',nan,nan,'BOOKS (OTHER THAN TEXTBOOKS) AND PERIODICALS','Supplies/Materials','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','MEDIA CENTERS','School','School Reported','NO_LABEL','MEDIA CENTERS',nan,nan,nan,nan,nan,876.25999999999999,110550
376,nan,nan,'Library & Media','FACILITATOR',nan,"'Teacher, Librarian H S '",nan,'SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Librarian','NO_LABEL','LITERACY COACHES','School','School Reported','Unspecified','LEVY OVERRIDE',nan,'INSTRUCTIONAL STAFF',nan,'Alternative',nan,1523.3514399999999,110638
377,nan,nan,'Teacher Compensation','ELA S - TEACHING SPANISH ONLY',nan,"'Teacher, Elementary '",nan,'EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','NO_LABEL','GENERAL ELEMENTARY EDUCATION','School','School Reported','Unspecified','GENERAL FUND',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,1010.23,111637
378,nan,nan,'Physical Health & Services','NON-PROJECT',nan,'Speech Language Pathologst ','SPECIAL EDUCATION','CONTRA BENEFITS','Benefits','PreK-12 Operating','UNDESIGNATED','Speech Therapist','NO_LABEL','EMPLOYEE BENEFITS','Non-School','School on Central Budgets','Special Education','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,-1368.1400000000001,111954
379,nan,'Campus Overtime','Untracked Budget Set-Aside','Instruction','General Operating Fund',nan,'Undistributed','Group Health And Life Insurance','Benefits','PreK-12 Operating','TEACHER MASTER','Teacher','Non PreK','Basic Educational Services','Non-School','School on Central Budgets','Unspecified','Operations','Group Health And Life Insurance','EMPLOYER MEDICAL FRINGE',nan,nan,'Basic Educational Services - District Objective ',330.58999999999997,112031
380,0.99766177193200012,nan,'Legal','NON-PROJECT',nan,'Deputy General Counsel ','SCHOOL ATTORNEY','SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','ADMINISTRATOR','Coordinator/Manager','NO_LABEL','LEGAL SERVICES','Non-School','Leadership & Management','Unspecified','GENERAL FUND',nan,'GENERAL ADMINISTRATION','LEGAL SERVICES','n/a',nan,120697.06735,112134
381,nan,nan,'NO_LABEL','Instruction And Curriculum Development Services *','Special Trust',nan,nan,'Purchased Services','NO_LABEL','Non-Operating',nan,'NO_LABEL','NO_LABEL',nan,'NO_LABEL','NO_LABEL','NO_LABEL','Support Services - Instructional Staff','Purchased Services','FOUNDATION',nan,nan,nan,3353.1399999999999,112573
382,nan,nan,'Insurance','School Leadership','General Operating Fund',nan,'School ','Insurance And Bonding Costs','Other Non-Compensation','PreK-12 Operating',nan,'NO_LABEL','Non PreK','Undistributed','School','School Reported','Unspecified',nan,'Insurance And Bonding Costs',nan,nan,nan,'Undistributed',71.489999999999995,112671
383,nan,nan,'Other Non-Compensation','INST & CURRICULUM DEV SVCS    ','GENERAL FUND                  ',nan,'School ','IN-COUNTY TRAVEL              ','Travel & Conferences','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL',nan,'School','School Reported','Unspecified',nan,nan,'VIRTUAL INSTRUCTION PGM  ',nan,nan,nan,439.81,112898
384,nan,nan,'Professional Development','NON-PROJECT',nan,"'Facilitator, Elem Math/Sci '",nan,'EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Instructional Coach','NO_LABEL','INSTRUCT STAFF TRAINING MATH','School','School Reported','Unspecified','GENERAL FUND',nan,'INSTRUCTIONAL STAFF',nan,'Regular',nan,560.34000000000003,113224
385,1.0,nan,'Governance',nan,'General Purpose School','BOARD MEMBER DISTRICT ',nan,'Personal Services - Other Personnel','Base Salary/Compensation','PreK-12 Operating','BOARD MEMBER','(Exec) Director','Non PreK','District Administration','Non-School','Leadership & Management','Unspecified',nan,nan,nan,nan,nan,'Board of Education',23347.293990000002,113296
386,0.025000000000000001,nan,'Extended Time & Tutoring',nan,nan,'Aide (Afterschool)','OFC COM & ED PROG-AFTER SCHOOL AIDES',nan,'Base Salary/Compensation','PreK-12 Operating',nan,'TA','NO_LABEL',nan,'Non-School','School on Central Budgets','Unspecified',"'SUMMER ED, ARTS & SPORTS - SEAS'",nan,nan,'AFTERSCHOOL PROGRAMS',nan,nan,1076.0619117399999,113302
387,0.048000000000000001,nan,'Extended Time & Tutoring',nan,nan,'Aide (Summer School)','SCHOOL SUPPORT',nan,'Base Salary/Compensation','PreK-12 Operating',nan,'TA','NO_LABEL',nan,'Non-School','Shared Services','Special Education','LOCAL',nan,nan,'SPECIAL EDUCATION SUMMER SCHOOL',nan,nan,1233.6242071700001,113484
388,nan,nan,'Governance','ADMIN TECHNOLOGY SVCS         ','GENERAL FUND                  ',nan,'BOARD                         ','NON-CAPITALIZED COMPUTER HARDW','Equipment & Equipment Lease','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL',nan,'Non-School','Leadership & Management','Unspecified',nan,nan,'COMPUTER REPAIR/REPL          ',nan,nan,nan,21.440000000000001,113669
389,nan,nan,'Untracked Budget Set-Aside','Other Improvements Of Instruction Services *','Special Trust',nan,nan,'Other Objects','Other Non-Compensation','PreK-12 Operating',nan,'Non-Position','Non PreK',nan,'Non-School','Shared Services','Unspecified','Support Services - Instructional Staff','Other Objects','COMMUNITIES',nan,nan,nan,17700.400000000001,113698
390,nan,nan,'NO_LABEL','Disadvantaged Youth *','Title I - Disadvantaged Children/Targeted Assistance',nan,nan,'Regular *','NO_LABEL','Non-Operating',nan,'NO_LABEL','NO_LABEL',nan,'NO_LABEL','NO_LABEL','NO_LABEL','Special Instruction','Certificated Employees Salaries And Wages','TITLE I PUBLIC SALARIES',nan,nan,nan,-137507.57999999999,113744
391,nan,nan,'Human Resources','STAFF SERVICES                ','GENERAL FUND                  ','SECRETARY II                  ','COMPENSATION & EMPLOY RELATION','BONUSES                       ','Other Compensation/Stipend','PreK-12 Operating',nan,'Sec/Clerk/Other Admin','NO_LABEL',nan,'Non-School','Leadership & Management','Unspecified',nan,nan,'CLASSIFIED CLERICAL BONUS     ',nan,nan,nan,172.52000000000001,113991
392,nan,nan,'Utilities','SAFETY & SECURITY',nan,'(blank)','SAFETY AND SECURITY','TELEPHONE/FACSIMILE SERVICES','Rent/Utilities','PreK-12 Operating','UNDESIGNATED','Non-Position','NO_LABEL','SECURITY SERVICES','Non-School','Shared Services','Unspecified','GENERAL FUND',nan,'OPERATION AND MAINT OF PLANT','SAFETY AND SECURITY','n/a',nan,17175.529999999999,114321
393,0.0,nan,'Substitute Compensation',nan,'General Purpose School',nan,nan,'Personal Services - Substitute Teachers Certified','Substitute Compensation','PreK-12 Operating','SUBSTITUTE TEACHER','Substitute','Non PreK','Instruction - SPED','School','School Reported','Special Education',nan,nan,nan,nan,nan,'Special Education Instruction',565.5999999999998,114392
394,nan,nan,'Food Services','NON-PROJECT',nan,'Food Service Worker I ','FOOD AND NUTRITION SERVICES','EMPLOYEE BENEFITS','Benefits','PreK-12 Operating',"'CRAFTS, TRADES, AND SERVICES'",'Other','NO_LABEL','FOOD PREPARATION/SERVING','Non-School','School on Central Budgets','Unspecified','FOOD SERVICE FUND',nan,'FOOD SERVICES OPERATIONS','FOOD SERVICES','n/a',nan,0.46000000000000008,114401
395,0.99905204919000001,nan,'School Administration','NON-PROJECT',nan,"'Principal, Asst High Sch '",nan,'SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','ADMINISTRATOR','Vice Principal','NO_LABEL','SUPPORT SERVICES-SCHOOL ADMIN','School','School Reported','Unspecified','GENERAL FUND',nan,'SCHOOL ADMINISTRATION',nan,'Regular',nan,92699.315717300007,114594
396,nan,nan,'NO_LABEL',"'Food Purchasing, Preparation And Dispensing Services *'",'Food Services',nan,nan,'Garbage Removal and Cleaning Services','NO_LABEL','Non-Operating',nan,'NO_LABEL','NO_LABEL',nan,'NO_LABEL','NO_LABEL','NO_LABEL','Food Service Operations','Property Services (Other Than Utilities) *','ELEM BREAKFAST',nan,nan,nan,-0.040000000000000001,114754
397,nan,nan,'Instructional Materials & Supplies','SCHOOL LIBRARY MATERIALS',nan,'(blank)',nan,'BOOKS AND PERIODICALS','Supplies/Materials','PreK-12 Operating','UNDESIGNATED','Non-Position','NO_LABEL','GENERAL MIDDLE/JUNIOR HIGH SCH','School','School Reported','Unspecified','LEVY OVERRIDE',nan,'REGULAR INSTRUCTION','EDUCATIONAL RESOURCE SERVICES','Regular',nan,4613.2300000000014,115021
398,nan,nan,'Physical Health & Services','EMPLOYEE RETIREMENT',nan,'Nurse ','SCHOOL NURSE SERVICES','RETIREMENT CONTRIB.','Benefits','PreK-12 Operating','UNDESIGNATED','Nurse','NO_LABEL','EMPLOYEE BENEFITS','Non-School','School on Central Budgets','Unspecified','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,879.25999999999999,115058
399,0.19332143605999999,nan,'Social & Emotional','STUDENT SERVICES/CHARTER SCHLS',nan,'Psychologist ','PSYCHOLOGICAL SERVICES','SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Psychologist','NO_LABEL','PSYCHOLOGICAL SERVICES','Non-School','School on Central Budgets','Unspecified','GENERAL FUND',nan,'STUDENTS','STUDENT SERVICES CHARTER SCHOO','n/a',nan,nan,115324
400,nan,nan,'Curriculum Development','URBAN PRINCIPALS LDRSHP PROG',nan,"'Principal, Elementary '",'LEADERSHIP DEVELOPMENT','ADDITIONAL/EXTRA DUTY PAY/STIP','Other Compensation/Stipend','PreK-12 Operating','ADMINISTRATOR','Principal','NO_LABEL','SUPPORT SERVICES-INSTRUCTIONAL','Non-School','Leadership & Management','Unspecified','FEDERAL GDPG FUND - FY ',nan,'INSTRUCTIONAL STAFF',nan,'n/a',nan,546.83000000000004,115445
401,nan,nan,'Curriculum Development','IMPROVEMENT OF INSTR SERV','General Fund',nan,'ADMIN. SERVICES','SUPPLIES','Supplies/Materials','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','Misc','Non-School','Leadership & Management','NO_LABEL','MISCELLANEOUS',nan,nan,nan,nan,nan,1750.3199999999999,115824
402,nan,nan,'Curriculum Development','IMPROVEMENT OF INSTR SERV','RESERVED FOR NON DOE DIRECT FEDERAL FUNDS FOR K-12',nan,'ADMIN. SERVICES','TRAVEL - EMPLOYEES','Travel & Conferences','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','RESERVED FOR NON DOE DIRECT FEDERAL FUNDS FOR K-12','Non-School','Leadership & Management','NO_LABEL','SMALLER LEARNING COMMUNITIES',nan,nan,nan,nan,nan,354.64999999999998,115998
403,nan,nan,'School Administration','SCH ADMIN (OFFICE OF PRINC)   ','GENERAL FUND                  ','CLERICAL ASST I               ','School ','BONUSES                       ','Other Compensation/Stipend','PreK-12 Operating',nan,'Sec/Clerk/Other Admin','NO_LABEL',nan,'School','School Reported','Unspecified',nan,nan,'CLASSIFIED CLERICAL BONUS     ',nan,nan,nan,115.65000000000001,116069
